"Area name","Area code","Area type","Specimen date","Daily lab-confirmed cases","Cumulative lab-confirmed cases"
"Lambeth","E09000022","Upper tier local authority","2020-04-12",16,946
"Thurrock","E06000034","Upper tier local authority","2020-04-12",5,204
"Wirral","E08000015","Upper tier local authority","2020-04-12",27,614
"Hartlepool","E06000001","Upper tier local authority","2020-04-12",6,88
"Camden","E09000007","Upper tier local authority","2020-04-12",8,448
"Bolton","E08000001","Upper tier local authority","2020-04-12",20,427
"Portsmouth","E06000044","Upper tier local authority","2020-04-12",7,190
"Merton","E09000024","Upper tier local authority","2020-04-12",9,518
"Newham","E09000025","Upper tier local authority","2020-04-12",14,784
"Somerset","E10000027","Upper tier local authority","2020-04-12",11,234
"Yorkshire and The Humber","E12000003","Region","2020-04-12",249,5636
"East of England","E12000006","Region","2020-04-12",245,6501
"Bexley","E09000004","Upper tier local authority","2020-04-12",6,442
"Gateshead","E08000037","Upper tier local authority","2020-04-12",20,473
"Bury","E08000002","Upper tier local authority","2020-04-12",9,263
"Warrington","E06000007","Upper tier local authority","2020-04-12",8,358
"Richmond upon Thames","E09000027","Upper tier local authority","2020-04-12",8,294
"Hampshire","E10000014","Upper tier local authority","2020-04-12",71,1754
"East Riding of Yorkshire","E06000011","Upper tier local authority","2020-04-12",16,243
"Norfolk","E10000020","Upper tier local authority","2020-04-12",40,735
"Wiltshire","E06000054","Upper tier local authority","2020-04-12",11,263
"Sheffield","E08000019","Upper tier local authority","2020-04-12",34,1392
"Tameside","E08000008","Upper tier local authority","2020-04-12",18,303
"Knowsley","E08000011","Upper tier local authority","2020-04-12",8,325
"Wokingham","E06000041","Upper tier local authority","2020-04-12",11,190
"Plymouth","E06000026","Upper tier local authority","2020-04-12",7,150
"South Gloucestershire","E06000025","Upper tier local authority","2020-04-12",4,222
"Bracknell Forest","E06000036","Upper tier local authority","2020-04-12",7,127
"Stoke-on-Trent","E06000021","Upper tier local authority","2020-04-12",10,210
"Cumbria","E10000006","Upper tier local authority","2020-04-12",34,1291
"Kirklees","E08000034","Upper tier local authority","2020-04-12",6,343
"South West","E12000009","Region","2020-04-12",178,3727
"North East Lincolnshire","E06000012","Upper tier local authority","2020-04-12",2,80
"Leicestershire","E10000018","Upper tier local authority","2020-04-12",12,558
"Hammersmith and Fulham","E09000013","Upper tier local authority","2020-04-12",7,398
"Cornwall and Isles of Scilly","E06000052","Upper tier local authority","2020-04-12",20,320
"Torbay","E06000027","Upper tier local authority","2020-04-12",2,101
"Buckinghamshire","E10000002","Upper tier local authority","2020-04-12",7,525
"Havering","E09000016","Upper tier local authority","2020-04-12",19,482
"South Tyneside","E08000023","Upper tier local authority","2020-04-12",9,238
"Peterborough","E06000031","Upper tier local authority","2020-04-12",2,113
"Wandsworth","E09000032","Upper tier local authority","2020-04-12",6,761
"Kingston upon Thames","E09000021","Upper tier local authority","2020-04-12",9,310
"Medway","E06000035","Upper tier local authority","2020-04-12",13,414
"Bedford","E06000055","Upper tier local authority","2020-04-12",10,254
"North Lincolnshire","E06000013","Upper tier local authority","2020-04-12",8,129
"Telford and Wrekin","E06000020","Upper tier local authority","2020-04-12",3,136
"Darlington","E06000005","Upper tier local authority","2020-04-12",15,149
"Gloucestershire","E10000013","Upper tier local authority","2020-04-12",38,732
"Barking and Dagenham","E09000002","Upper tier local authority","2020-04-12",15,339
"Herefordshire, County of","E06000019","Upper tier local authority","2020-04-12",9,117
"Rochdale","E08000005","Upper tier local authority","2020-04-12",2,276
"Lewisham","E09000023","Upper tier local authority","2020-04-12",12,710
"Oxfordshire","E10000025","Upper tier local authority","2020-04-12",39,985
"Ealing","E09000009","Upper tier local authority","2020-04-12",21,790
"Central Bedfordshire","E06000056","Upper tier local authority","2020-04-12",20,322
"North Somerset","E06000024","Upper tier local authority","2020-04-12",1,125
"Southampton","E06000045","Upper tier local authority","2020-04-12",10,275
"Wolverhampton","E08000031","Upper tier local authority","2020-04-12",9,469
"Kingston upon Hull, City of","E06000010","Upper tier local authority","2020-04-12",10,147
"West Sussex","E10000032","Upper tier local authority","2020-04-12",29,690
"Bromley","E09000006","Upper tier local authority","2020-04-12",11,791
"Waltham Forest","E09000031","Upper tier local authority","2020-04-12",18,561
"Surrey","E10000030","Upper tier local authority","2020-04-12",54,1667
"Sefton","E08000014","Upper tier local authority","2020-04-12",21,522
"East Midlands","E12000004","Region","2020-04-12",147,4429
"Dudley","E08000027","Upper tier local authority","2020-04-12",12,475
"Blackburn with Darwen","E06000008","Upper tier local authority","2020-04-12",12,177
"Wigan","E08000010","Upper tier local authority","2020-04-12",9,334
"Tower Hamlets","E09000030","Upper tier local authority","2020-04-12",14,505
"Kent","E10000016","Upper tier local authority","2020-04-12",117,1843
"Blackpool","E06000009","Upper tier local authority","2020-04-12",11,174
"Manchester","E08000003","Upper tier local authority","2020-04-12",31,718
"Southend-on-Sea","E06000033","Upper tier local authority","2020-04-12",8,228
"Oldham","E08000004","Upper tier local authority","2020-04-12",16,373
"North Tyneside","E08000022","Upper tier local authority","2020-04-12",7,321
"Hertfordshire","E10000015","Upper tier local authority","2020-04-12",51,1598
"Halton","E06000006","Upper tier local authority","2020-04-12",4,215
"Derby","E06000015","Upper tier local authority","2020-04-12",9,375
"Bradford","E08000032","Upper tier local authority","2020-04-12",22,453
"Bristol, City of","E06000023","Upper tier local authority","2020-04-12",14,364
"Bath and North East Somerset","E06000022","Upper tier local authority","2020-04-12",2,136
"Rotherham","E08000018","Upper tier local authority","2020-04-12",26,387
"Barnet","E09000003","Upper tier local authority","2020-04-12",17,991
"Worcestershire","E10000034","Upper tier local authority","2020-04-12",22,711
"Lincolnshire","E10000019","Upper tier local authority","2020-04-12",24,501
"Swindon","E06000030","Upper tier local authority","2020-04-12",10,196
"Kensington and Chelsea","E09000020","Upper tier local authority","2020-04-12",3,377
"North Yorkshire","E10000023","Upper tier local authority","2020-04-12",27,508
"Sandwell","E08000028","Upper tier local authority","2020-04-12",18,596
"South East","E12000008","Region","2020-04-12",443,10448
"Southwark","E09000028","Upper tier local authority","2020-04-12",11,987
"Stockport","E08000007","Upper tier local authority","2020-04-12",14,509
"Nottinghamshire","E10000024","Upper tier local authority","2020-04-12",28,715
"Hillingdon","E09000017","Upper tier local authority","2020-04-12",11,539
"Walsall","E08000030","Upper tier local authority","2020-04-12",13,587
"Derbyshire","E10000007","Upper tier local authority","2020-04-12",21,780
"England","E92000001","Country","2020-04-12",2630,76968
"Brighton and Hove","E06000043","Upper tier local authority","2020-04-12",11,241
"North West","E12000002","Region","2020-04-12",421,11626
"Dorset","E06000059","Upper tier local authority","2020-04-12",5,210
"Rutland","E06000017","Upper tier local authority","2020-04-12",1,11
"Trafford","E08000009","Upper tier local authority","2020-04-12",10,395
"Islington","E09000019","Upper tier local authority","2020-04-12",7,338
"Cheshire East","E06000049","Upper tier local authority","2020-04-12",19,453
"Cheshire West and Chester","E06000050","Upper tier local authority","2020-04-12",27,466
"Northamptonshire","E10000021","Upper tier local authority","2020-04-12",19,761
"Luton","E06000032","Upper tier local authority","2020-04-12",23,420
"Hounslow","E09000018","Upper tier local authority","2020-04-12",10,503
"St. Helens","E08000013","Upper tier local authority","2020-04-12",14,401
"Greenwich","E09000011","Upper tier local authority","2020-04-12",14,492
"Hackney","E09000012","Upper tier local authority","2020-04-12",11,515
"Nottingham","E06000018","Upper tier local authority","2020-04-12",11,318
"Barnsley","E08000016","Upper tier local authority","2020-04-12",21,381
"Brent","E09000005","Upper tier local authority","2020-04-12",26,1068
"Westminster","E09000033","Upper tier local authority","2020-04-12",8,507
"Doncaster","E08000017","Upper tier local authority","2020-04-12",8,246
"Sutton","E09000029","Upper tier local authority","2020-04-12",5,457
"Devon","E10000008","Upper tier local authority","2020-04-12",31,419
"York","E06000014","Upper tier local authority","2020-04-12",5,134
"Northumberland","E06000057","Upper tier local authority","2020-04-12",37,458
"Staffordshire","E10000028","Upper tier local authority","2020-04-12",35,989
"Liverpool","E08000012","Upper tier local authority","2020-04-12",35,970
"Isle of Wight","E06000046","Upper tier local authority","2020-04-12",2,55
"Wakefield","E08000036","Upper tier local authority","2020-04-12",18,335
"Salford","E08000006","Upper tier local authority","2020-04-12",11,373
"Staffordshire","E10000028","Upper tier local authority","2020-04-13",40,1029
"Merton","E09000024","Upper tier local authority","2020-04-13",20,538
"North Yorkshire","E10000023","Upper tier local authority","2020-04-13",27,535
"Bath and North East Somerset","E06000022","Upper tier local authority","2020-04-13",6,142
"Plymouth","E06000026","Upper tier local authority","2020-04-13",12,162
"Reading","E06000038","Upper tier local authority","2020-04-13",27,254
"Devon","E10000008","Upper tier local authority","2020-04-13",24,443
"Northamptonshire","E10000021","Upper tier local authority","2020-04-13",18,779
"Wokingham","E06000041","Upper tier local authority","2020-04-13",17,207
"Dudley","E08000027","Upper tier local authority","2020-04-13",16,491
"Lancashire","E10000017","Upper tier local authority","2020-04-13",81,1770
"Newcastle upon Tyne","E08000021","Upper tier local authority","2020-04-13",20,627
"Richmond upon Thames","E09000027","Upper tier local authority","2020-04-13",5,299
"Kent","E10000016","Upper tier local authority","2020-04-13",118,1961
"Bristol, City of","E06000023","Upper tier local authority","2020-04-13",16,380
"Stockton-on-Tees","E06000004","Upper tier local authority","2020-04-13",9,230
"Wiltshire","E06000054","Upper tier local authority","2020-04-13",17,280
"Stockport","E08000007","Upper tier local authority","2020-04-13",37,546
"Sheffield","E08000019","Upper tier local authority","2020-04-13",70,1462
"Northumberland","E06000057","Upper tier local authority","2020-04-13",31,489
"Tameside","E08000008","Upper tier local authority","2020-04-13",19,322
"North Lincolnshire","E06000013","Upper tier local authority","2020-04-13",7,136
"Enfield","E09000010","Upper tier local authority","2020-04-13",14,608
"Norfolk","E10000020","Upper tier local authority","2020-04-13",54,789
"Gateshead","E08000037","Upper tier local authority","2020-04-13",20,493
"Bradford","E08000032","Upper tier local authority","2020-04-13",13,466
"Calderdale","E08000033","Upper tier local authority","2020-04-13",6,156
"Bournemouth, Christchurch and Poole","E06000058","Upper tier local authority","2020-04-13",14,269
"Nottinghamshire","E10000024","Upper tier local authority","2020-04-13",27,742
"Brighton and Hove","E06000043","Upper tier local authority","2020-04-13",9,250
"Waltham Forest","E09000031","Upper tier local authority","2020-04-13",19,580
"South West","E12000009","Region","2020-04-13",193,3920
"Warwickshire","E10000031","Upper tier local authority","2020-04-13",28,745
"East Riding of Yorkshire","E06000011","Upper tier local authority","2020-04-13",17,260
"Knowsley","E08000011","Upper tier local authority","2020-04-13",15,340
"Leicestershire","E10000018","Upper tier local authority","2020-04-13",13,571
"Hammersmith and Fulham","E09000013","Upper tier local authority","2020-04-13",9,407
"Derby","E06000015","Upper tier local authority","2020-04-13",4,379
"Cornwall and Isles of Scilly","E06000052","Upper tier local authority","2020-04-13",21,341
"Bedford","E06000055","Upper tier local authority","2020-04-13",16,270
"Coventry","E08000026","Upper tier local authority","2020-04-13",18,457
"Southwark","E09000028","Upper tier local authority","2020-04-13",22,1009
"Yorkshire and The Humber","E12000003","Region","2020-04-13",309,5945
"Kingston upon Thames","E09000021","Upper tier local authority","2020-04-13",11,321
"Doncaster","E08000017","Upper tier local authority","2020-04-13",9,255
"Derbyshire","E10000007","Upper tier local authority","2020-04-13",29,809
"London","E12000007","Region","2020-04-13",566,19728
"Medway","E06000035","Upper tier local authority","2020-04-13",11,425
"Slough","E06000039","Upper tier local authority","2020-04-13",14,265
"Warrington","E06000007","Upper tier local authority","2020-04-13",16,374
"Hertfordshire","E10000015","Upper tier local authority","2020-04-13",57,1655
